,CURR_TYPE,DATES,RATES
5458,GBP,2013-06-14,0.62962
5459,EUR,2013-06-14,0.73943
5460,USD,2013-06-14,0.98366
5461,INR,2013-06-14,56.595
5462,GBP,2013-06-14,0.62962
5463,EUR,2013-06-14,0.73943
5464,USD,2013-06-13,0.98331
5465,INR,2013-06-13,57.115
5466,GBP,2013-06-13,0.62735
5467,EUR,2013-06-13,0.7385
5468,USD,2013-06-12,0.98428
5469,INR,2013-06-12,56.906
5470,GBP,2013-06-12,0.62885
5471,EUR,2013-06-12,0.74134
5472,USD,2013-06-11,0.97639
5473,INR,2013-06-11,57.026
5474,GBP,2013-06-11,0.62814
5475,EUR,2013-06-11,0.73562
5476,USD,2013-06-10,0.98172
5477,INR,2013-06-10,57.113
5478,GBP,2013-06-10,0.63203
5479,EUR,2013-06-10,0.74322
5480,USD,2013-06-07,0.9773
5481,INR,2013-06-07,55.781
5482,GBP,2013-06-07,0.62743
5483,EUR,2013-06-07,0.73703
5484,USD,2013-06-07,0.9773
5485,INR,2013-06-07,55.781
5486,GBP,2013-06-07,0.62743
5487,EUR,2013-06-07,0.73703
5488,USD,2013-06-07,0.9773
5489,INR,2013-06-07,55.781
5490,GBP,2013-06-07,0.62743
5491,EUR,2013-06-07,0.73703
5492,USD,2013-06-06,0.96962
5493,INR,2013-06-06,55.114
5494,GBP,2013-06-06,0.62761
5495,EUR,2013-06-06,0.73915
5496,USD,2013-06-05,0.96728
5497,INR,2013-06-05,54.927
5498,GBP,2013-06-05,0.62999
5499,EUR,2013-06-05,0.74025
5500,USD,2013-06-04,0.96906
5501,INR,2013-06-04,54.747
5502,GBP,2013-06-04,0.63346
5503,EUR,2013-06-04,0.74019
5504,USD,2013-06-03,0.96678
5505,INR,2013-06-03,54.86
5506,GBP,2013-06-03,0.63307
5507,EUR,2013-06-03,0.74322
5508,USD,2013-05-31,0.96814
5509,INR,2013-05-31,54.71
5510,GBP,2013-05-31,0.63544
5511,EUR,2013-05-31,0.74438
5512,USD,2013-05-31,0.96814
5513,INR,2013-05-31,54.71
5514,GBP,2013-05-31,0.63544
5515,EUR,2013-05-31,0.74438
5516,USD,2013-05-31,0.96814
5517,INR,2013-05-31,54.71
5518,GBP,2013-05-31,0.63544
5519,EUR,2013-05-31,0.74438
5520,USD,2013-05-30,0.9636
5521,INR,2013-05-30,54.38
5522,GBP,2013-05-30,0.63701
5523,EUR,2013-05-30,0.74444
5524,USD,2013-05-29,0.96412
5525,INR,2013-05-29,54.16
5526,GBP,2013-05-29,0.6379
5527,EUR,2013-05-29,0.74438
5528,USD,2013-05-28,0.96675
5529,INR,2013-05-28,54.104
5530,GBP,2013-05-28,0.63909
5531,EUR,2013-05-28,0.74722
5532,USD,2013-05-27,0.96871
5533,INR,2013-05-27,53.837
5534,GBP,2013-05-27,0.64056
5535,EUR,2013-05-27,0.74867
5536,USD,2013-05-24,0.96784
5537,INR,2013-05-24,53.953
5538,GBP,2013-05-24,0.641
5539,EUR,2013-05-24,0.748
5540,USD,2013-05-24,0.96784
5541,INR,2013-05-24,53.953
5542,GBP,2013-05-24,0.641
5543,EUR,2013-05-24,0.748
5544,USD,2013-05-24,0.96784
5545,INR,2013-05-24,53.953
5546,GBP,2013-05-24,0.641
5547,EUR,2013-05-24,0.748
5548,USD,2013-05-23,0.96619
5549,INR,2013-05-23,53.831
5550,GBP,2013-05-23,0.64109
5551,EUR,2013-05-23,0.74968
5552,USD,2013-05-22,0.97056
5553,INR,2013-05-22,53.929
5554,GBP,2013-05-22,0.64266
5555,EUR,2013-05-22,0.75103
5556,USD,2013-05-21,0.97381
5557,INR,2013-05-21,53.964
5558,GBP,2013-05-21,0.64267
5559,EUR,2013-05-21,0.75689
5560,USD,2013-05-20,0.97283
5561,INR,2013-05-20,53.588
5562,GBP,2013-05-20,0.64002
5563,EUR,2013-05-20,0.75689
5564,USD,2013-05-17,0.97345
5565,INR,2013-05-17,53.408
5566,GBP,2013-05-17,0.63899
5567,EUR,2013-05-17,0.75643
5568,USD,2013-05-17,0.97345
5569,INR,2013-05-17,53.408
5570,GBP,2013-05-17,0.63899
5571,EUR,2013-05-17,0.75643
5572,USD,2013-05-17,0.97345
5573,INR,2013-05-17,53.408
5574,GBP,2013-05-17,0.63899
5575,EUR,2013-05-17,0.75643
5576,USD,2013-05-16,0.98097
5577,INR,2013-05-16,53.733
5578,GBP,2013-05-16,0.64346
5579,EUR,2013-05-16,0.76104
5580,USD,2013-05-15,0.97952
5581,INR,2013-05-15,53.646
5582,GBP,2013-05-15,0.64448
5583,EUR,2013-05-15,0.76144
5584,USD,2013-05-14,0.98632
5585,INR,2013-05-14,54.016
5586,GBP,2013-05-14,0.64464
5587,EUR,2013-05-14,0.76005
5588,USD,2013-05-13,0.99091
5589,INR,2013-05-13,54.24
5590,GBP,2013-05-13,0.64474
5591,EUR,2013-05-13,0.76383
5592,USD,2013-05-10,0.99047
5593,INR,2013-05-10,54.382
5594,GBP,2013-05-10,0.64386
5595,EUR,2013-05-10,0.7626
5596,USD,2013-05-10,0.99047
5597,INR,2013-05-10,54.382
5598,GBP,2013-05-10,0.64386
5599,EUR,2013-05-10,0.7626
5600,USD,2013-05-10,0.99047
5601,INR,2013-05-10,54.382
5602,GBP,2013-05-10,0.64386
5603,EUR,2013-05-10,0.7626
5604,USD,2013-05-09,0.99644
5605,INR,2013-05-09,54.087
5606,GBP,2013-05-09,0.64019
5607,EUR,2013-05-09,0.75821
5608,USD,2013-05-08,0.99583
5609,INR,2013-05-08,53.899
5610,GBP,2013-05-08,0.64208
5611,EUR,2013-05-08,0.75815
5612,USD,2013-05-07,0.99484
5613,INR,2013-05-07,53.809
5614,GBP,2013-05-07,0.64076
5615,EUR,2013-05-07,0.75901
5616,USD,2013-05-06,0.99168
5617,INR,2013-05-06,53.714
5618,GBP,2013-05-06,0.63789
5619,EUR,2013-05-06,0.7566
5620,USD,2013-05-03,0.98877
5621,INR,2013-05-03,53.319
5622,GBP,2013-05-03,0.63568
5623,EUR,2013-05-03,0.75398
5624,USD,2013-05-03,0.98877
5625,INR,2013-05-03,53.319
5626,GBP,2013-05-03,0.63568
5627,EUR,2013-05-03,0.75398
5628,USD,2013-05-03,0.98877
5629,INR,2013-05-03,53.319
5630,GBP,2013-05-03,0.63568
5631,EUR,2013-05-03,0.75398
5632,USD,2013-05-02,0.99292
5633,INR,2013-05-02,53.384
5634,GBP,2013-05-02,0.63726
5635,EUR,2013-05-02,0.75273
5636,USD,2013-04-30,0.98933
5637,INR,2013-04-30,53.186
5638,GBP,2013-04-30,0.63899
5639,EUR,2013-04-30,0.75683
5640,USD,2013-04-30,0.98933
5641,INR,2013-04-30,53.186
5642,GBP,2013-04-30,0.63899
5643,EUR,2013-04-30,0.75683
5644,USD,2013-04-29,0.98646
5645,INR,2013-04-29,53.439
5646,GBP,2013-04-29,0.63492
5647,EUR,2013-04-29,0.75228
5648,USD,2013-04-26,0.98061
5649,INR,2013-04-26,53.272
5650,GBP,2013-04-26,0.63368
5651,EUR,2013-04-26,0.75438
5652,USD,2013-04-26,0.98061
5653,INR,2013-04-26,53.272
5654,GBP,2013-04-26,0.63368
5655,EUR,2013-04-26,0.75438
5656,USD,2013-04-26,0.98061
5657,INR,2013-04-26,53.272
5658,GBP,2013-04-26,0.63368
5659,EUR,2013-04-26,0.75438
5660,USD,2013-04-25,0.97802
5661,INR,2013-04-25,52.936
5662,GBP,2013-04-25,0.63242
5663,EUR,2013-04-25,0.74772
5664,USD,2013-04-24,0.9746
5665,INR,2013-04-24,52.843
5666,GBP,2013-04-24,0.63882
5667,EUR,2013-04-24,0.74934
5668,USD,2013-04-23,0.97303
5669,INR,2013-04-23,52.889
5670,GBP,2013-04-23,0.63794
5671,EUR,2013-04-23,0.74906
5672,USD,2013-04-22,0.97473
5673,INR,2013-04-22,52.778
5674,GBP,2013-04-22,0.64022
5675,EUR,2013-04-22,0.74766
5676,USD,2013-04-19,0.9756
5677,INR,2013-04-19,52.656
5678,GBP,2013-04-19,0.63557
5679,EUR,2013-04-19,0.74388
5680,USD,2013-04-19,0.9756
5681,INR,2013-04-19,52.656
5682,GBP,2013-04-19,0.63557
5683,EUR,2013-04-19,0.74388
5684,USD,2013-04-19,0.9756
5685,INR,2013-04-19,52.656
5686,GBP,2013-04-19,0.63557
5687,EUR,2013-04-19,0.74388
5688,USD,2013-04-18,0.97628
5689,INR,2013-04-18,52.692
5690,GBP,2013-04-18,0.63972
5691,EUR,2013-04-18,0.74839
5692,USD,2013-04-17,0.97476
5693,INR,2013-04-17,52.837
5694,GBP,2013-04-17,0.63947
5695,EUR,2013-04-17,0.74245
5696,USD,2013-04-16,0.97897
5697,INR,2013-04-16,52.967
5698,GBP,2013-04-16,0.63895
5699,EUR,2013-04-16,0.74566
5700,USD,2013-04-15,0.97985
5701,INR,2013-04-15,53.528
5702,GBP,2013-04-15,0.63888
5703,EUR,2013-04-15,0.74906
5704,USD,2013-04-12,0.98826
5705,INR,2013-04-12,53.885
5706,GBP,2013-04-12,0.64337
5707,EUR,2013-04-12,0.75717
5708,USD,2013-04-12,0.98826
5709,INR,2013-04-12,53.885
5710,GBP,2013-04-12,0.64337
5711,EUR,2013-04-12,0.75717
5712,USD,2013-04-12,0.98826
5713,INR,2013-04-12,53.885
5714,GBP,2013-04-12,0.64337
5715,EUR,2013-04-12,0.75717
5716,USD,2013-04-11,0.99071
5717,INR,2013-04-11,54.018
5718,GBP,2013-04-11,0.64341
5719,EUR,2013-04-11,0.75517
5720,USD,2013-04-10,0.98465
5721,INR,2013-04-10,53.688
5722,GBP,2013-04-10,0.64319
5723,EUR,2013-04-10,0.75245
5724,USD,2013-04-09,0.98534
5725,INR,2013-04-09,53.74
5726,GBP,2013-04-09,0.64361
5727,EUR,2013-04-09,0.75563
5728,USD,2013-04-08,0.98331
5729,INR,2013-04-08,53.627
5730,GBP,2013-04-08,0.64252
5731,EUR,2013-04-08,0.75506
5732,USD,2013-04-05,0.98553
5733,INR,2013-04-05,54.041
5734,GBP,2013-04-05,0.64649
5735,EUR,2013-04-05,0.76138
5736,USD,2013-04-05,0.98553
5737,INR,2013-04-05,54.041
5738,GBP,2013-04-05,0.64649
5739,EUR,2013-04-05,0.76138
5740,USD,2013-04-05,0.98553
5741,INR,2013-04-05,54.041
5742,GBP,2013-04-05,0.64649
5743,EUR,2013-04-05,0.76138
5744,USD,2013-04-04,0.98509
5745,INR,2013-04-04,54.079
5746,GBP,2013-04-04,0.65128
5747,EUR,2013-04-04,0.76852
5748,USD,2013-04-03,0.98601
5749,INR,2013-04-03,53.693
5750,GBP,2013-04-03,0.65211
5751,EUR,2013-04-03,0.76864
5752,USD,2013-04-02,0.98724
5753,INR,2013-04-02,53.485
5754,GBP,2013-04-02,0.65116
5755,EUR,2013-04-02,0.76888
5756,USD,2013-03-28,0.98341
5757,INR,2013-03-28,53.426
5758,GBP,2013-03-28,0.64941
5759,EUR,2013-03-28,0.76799
5760,USD,2013-03-28,0.98341
5761,INR,2013-03-28,53.426
5762,GBP,2013-03-28,0.64941
5763,EUR,2013-03-28,0.76799
5764,USD,2013-03-28,0.98341
5765,INR,2013-03-28,53.426
5766,GBP,2013-03-28,0.64941
5767,EUR,2013-03-28,0.76799
5768,USD,2013-03-28,0.98341
5769,INR,2013-03-28,53.426
5770,GBP,2013-03-28,0.64941
5771,EUR,2013-03-28,0.76799
5772,USD,2013-03-28,0.98341
5773,INR,2013-03-28,53.426
5774,GBP,2013-03-28,0.64941
5775,EUR,2013-03-28,0.76799
5776,USD,2013-03-27,0.98336
5777,INR,2013-03-27,53.559
5778,GBP,2013-03-27,0.65092
5779,EUR,2013-03-27,0.77018
5780,USD,2013-03-26,0.98153
5781,INR,2013-03-26,53.427
5782,GBP,2013-03-26,0.64794
5783,EUR,2013-03-26,0.76318
5784,USD,2013-03-25,0.98
5785,INR,2013-03-25,53.141
5786,GBP,2013-03-25,0.6452
5787,EUR,2013-03-25,0.75763
5788,USD,2013-03-22,0.97654
5789,INR,2013-03-22,53.067
5790,GBP,2013-03-22,0.64319
5791,EUR,2013-03-22,0.7542
5792,USD,2013-03-22,0.97654
5793,INR,2013-03-22,53.067
5794,GBP,2013-03-22,0.64319
5795,EUR,2013-03-22,0.7542
5796,USD,2013-03-22,0.97654
5797,INR,2013-03-22,53.067
5798,GBP,2013-03-22,0.64319
5799,EUR,2013-03-22,0.7542
5800,USD,2013-03-21,0.97722
5801,INR,2013-03-21,53.009
5802,GBP,2013-03-21,0.64465
5803,EUR,2013-03-21,0.75694
5804,USD,2013-03-20,0.97544
5805,INR,2013-03-20,53.01
5806,GBP,2013-03-20,0.64441
5807,EUR,2013-03-20,0.75352
5808,USD,2013-03-19,0.9758
5809,INR,2013-03-19,53.059
5810,GBP,2013-03-19,0.64519
5811,EUR,2013-03-19,0.75386
5812,USD,2013-03-18,0.97865
5813,INR,2013-03-18,52.969
5814,GBP,2013-03-18,0.6481
5815,EUR,2013-03-18,0.75694
5816,USD,2013-03-15,0.98008
5817,INR,2013-03-15,52.929
5818,GBP,2013-03-15,0.64709
5819,EUR,2013-03-15,0.74895
5820,USD,2013-03-15,0.98008
5821,INR,2013-03-15,52.929
5822,GBP,2013-03-15,0.64709
5823,EUR,2013-03-15,0.74895
5824,USD,2013-03-15,0.98008
5825,INR,2013-03-15,52.929
5826,GBP,2013-03-15,0.64709
5827,EUR,2013-03-15,0.74895
5828,USD,2013-03-14,0.97425
5829,INR,2013-03-14,52.966
5830,GBP,2013-03-14,0.65193
5831,EUR,2013-03-14,0.75307
5832,USD,2013-03-13,0.97572
5833,INR,2013-03-13,52.988
5834,GBP,2013-03-13,0.65229
5835,EUR,2013-03-13,0.75165
5836,USD,2013-03-12,0.97469
5837,INR,2013-03-12,52.82
5838,GBP,2013-03-12,0.65435
5839,EUR,2013-03-12,0.74671
5840,USD,2013-03-11,0.97282
5841,INR,2013-03-11,52.934
5842,GBP,2013-03-11,0.65385
5843,EUR,2013-03-11,0.74867
5844,USD,2013-03-08,0.97179
5845,INR,2013-03-08,52.841
5846,GBP,2013-03-08,0.64662
5847,EUR,2013-03-08,0.74239
5848,USD,2013-03-08,0.97179
5849,INR,2013-03-08,52.841
5850,GBP,2013-03-08,0.64662
5851,EUR,2013-03-08,0.74239
5852,USD,2013-03-08,0.97179
5853,INR,2013-03-08,52.841
5854,GBP,2013-03-08,0.64662
5855,EUR,2013-03-08,0.74239
5856,USD,2013-03-07,0.9693
5857,INR,2013-03-07,52.936
5858,GBP,2013-03-07,0.64446
5859,EUR,2013-03-07,0.74505
5860,USD,2013-03-06,0.97218
5861,INR,2013-03-06,53.229
5862,GBP,2013-03-06,0.64469
5863,EUR,2013-03-06,0.74582
5864,USD,2013-03-05,0.97421
5865,INR,2013-03-05,53.45
5866,GBP,2013-03-05,0.64265
5867,EUR,2013-03-05,0.74744
5868,USD,2013-03-04,0.97212
5869,INR,2013-03-04,53.336
5870,GBP,2013-03-04,0.64574
5871,EUR,2013-03-04,0.74738
5872,USD,2013-03-01,0.96748
5873,INR,2013-03-01,53.128
5874,GBP,2013-03-01,0.64352
5875,EUR,2013-03-01,0.74421
5876,USD,2013-03-01,0.96748
5877,INR,2013-03-01,53.128
5878,GBP,2013-03-01,0.64352
5879,EUR,2013-03-01,0.74421
5880,USD,2013-03-01,0.96748
5881,INR,2013-03-01,53.128
5882,GBP,2013-03-01,0.64352
5883,EUR,2013-03-01,0.74421
5884,USD,2013-02-28,0.97534
5885,INR,2013-02-28,53.032
5886,GBP,2013-02-28,0.64111
5887,EUR,2013-02-28,0.74289
5888,USD,2013-02-27,0.97491
5889,INR,2013-02-27,52.494
5890,GBP,2013-02-27,0.64318
5891,EUR,2013-02-27,0.74438
5892,USD,2013-02-26,0.97459
5893,INR,2013-02-26,52.72
5894,GBP,2013-02-26,0.64339
5895,EUR,2013-02-26,0.74527
5896,USD,2013-02-25,0.97809
5897,INR,2013-02-25,52.646
5898,GBP,2013-02-25,0.64615
5899,EUR,2013-02-25,0.73519
5900,USD,2013-02-22,0.97979
5901,INR,2013-02-22,53.156
5902,GBP,2013-02-22,0.64055
5903,EUR,2013-02-22,0.74305
5904,USD,2013-02-22,0.97979
5905,INR,2013-02-22,53.156
5906,GBP,2013-02-22,0.64055
5907,EUR,2013-02-22,0.74305
5908,USD,2013-02-22,0.97979
5909,INR,2013-02-22,53.156
5910,GBP,2013-02-22,0.64055
5911,EUR,2013-02-22,0.74305
5912,USD,2013-02-21,0.98132
5913,INR,2013-02-21,53.585
5914,GBP,2013-02-21,0.64315
5915,EUR,2013-02-21,0.74421
5916,USD,2013-02-20,0.98548
5917,INR,2013-02-20,53.292
5918,GBP,2013-02-20,0.64369
5919,EUR,2013-02-20,0.73708
5920,USD,2013-02-19,0.98852
5921,INR,2013-02-19,53.721
5922,GBP,2013-02-19,0.63914
5923,EUR,2013-02-19,0.74052
5924,USD,2013-02-18,0.99353
5925,INR,2013-02-18,53.953
5926,GBP,2013-02-18,0.64134
5927,EUR,2013-02-18,0.7441
5928,USD,2013-02-15,0.99738
5929,INR,2013-02-15,54.158
5930,GBP,2013-02-15,0.64401
5931,EUR,2013-02-15,0.7485
5932,USD,2013-02-15,0.99738
5933,INR,2013-02-15,54.158
5934,GBP,2013-02-15,0.64401
5935,EUR,2013-02-15,0.7485
5936,USD,2013-02-15,0.99738
5937,INR,2013-02-15,54.158
5938,GBP,2013-02-15,0.64401
5939,EUR,2013-02-15,0.7485
5940,USD,2013-02-14,0.9988
5941,INR,2013-02-14,53.866
5942,GBP,2013-02-14,0.64408
5943,EUR,2013-02-14,0.74946
5944,USD,2013-02-13,0.99719
5945,INR,2013-02-13,53.668
5946,GBP,2013-02-13,0.64063
5947,EUR,2013-02-13,0.73975
5948,USD,2013-02-12,0.99452
5949,INR,2013-02-12,53.541
5950,GBP,2013-02-12,0.63758
5951,EUR,2013-02-12,0.74008
5952,USD,2013-02-11,0.99237
5953,INR,2013-02-11,53.444
5954,GBP,2013-02-11,0.6325
5955,EUR,2013-02-11,0.74107
5956,USD,2013-02-08,1.001
5957,INR,2013-02-08,53.557
5958,GBP,2013-02-08,0.63345
5959,EUR,2013-02-08,0.74845
5960,USD,2013-02-08,1.001
5961,INR,2013-02-08,53.557
5962,GBP,2013-02-08,0.63345
5963,EUR,2013-02-08,0.74845
5964,USD,2013-02-08,1.001
5965,INR,2013-02-08,53.557
5966,GBP,2013-02-08,0.63345
5967,EUR,2013-02-08,0.74845
5968,USD,2013-02-07,1.0043
5969,INR,2013-02-07,53.514
5970,GBP,2013-02-07,0.63938
5971,EUR,2013-02-07,0.7414
5972,USD,2013-02-06,1.0018
5973,INR,2013-02-06,53.249
5974,GBP,2013-02-06,0.63967
5975,EUR,2013-02-06,0.74113
5976,USD,2013-02-05,1.0019
5977,INR,2013-02-05,53.237
5978,GBP,2013-02-05,0.63644
5979,EUR,2013-02-05,0.74014
5980,USD,2013-02-04,1.0032
5981,INR,2013-02-04,53.444
5982,GBP,2013-02-04,0.63802
5983,EUR,2013-02-04,0.74025
5984,USD,2013-02-01,1.0005
5985,INR,2013-02-01,53.225
5986,GBP,2013-02-01,0.63188
5987,EUR,2013-02-01,0.7333
5988,USD,2013-02-01,1.0005
5989,INR,2013-02-01,53.225
5990,GBP,2013-02-01,0.63188
5991,EUR,2013-02-01,0.7333
5992,USD,2013-02-01,1.0005
5993,INR,2013-02-01,53.225
5994,GBP,2013-02-01,0.63188
5995,EUR,2013-02-01,0.7333
5996,USD,2013-01-31,0.99801
5997,INR,2013-01-31,53.119
5998,GBP,2013-01-31,0.63121
5999,EUR,2013-01-31,0.73654
6000,USD,2013-01-30,0.99764
6001,INR,2013-01-30,53.164
6002,GBP,2013-01-30,0.63236
6003,EUR,2013-01-30,0.73676
6004,USD,2013-01-29,0.9943
6005,INR,2013-01-29,53.439
6006,GBP,2013-01-29,0.63183
6007,EUR,2013-01-29,0.74019
6008,USD,2013-01-28,0.9913
6009,INR,2013-01-28,53.446
6010,GBP,2013-01-28,0.63007
6011,EUR,2013-01-28,0.73735
6012,USD,2013-01-25,0.9938
6013,INR,2013-01-25,53.466
6014,GBP,2013-01-25,0.6282
6015,EUR,2013-01-25,0.73784
6016,USD,2013-01-25,0.9938
6017,INR,2013-01-25,53.466
6018,GBP,2013-01-25,0.6282
6019,EUR,2013-01-25,0.73784
6020,USD,2013-01-25,0.9938
6021,INR,2013-01-25,53.466
6022,GBP,2013-01-25,0.6282
6023,EUR,2013-01-25,0.73784
6024,USD,2013-01-24,0.99813
6025,INR,2013-01-24,53.655
6026,GBP,2013-01-24,0.631
6027,EUR,2013-01-24,0.74772
6028,USD,2013-01-23,1.0082
6029,INR,2013-01-23,54.046
6030,GBP,2013-01-23,0.63583
6031,EUR,2013-01-23,0.75632
6032,USD,2013-01-22,1.0057
6033,INR,2013-01-22,54.024
6034,GBP,2013-01-22,0.63408
6035,EUR,2013-01-22,0.75517
6036,USD,2013-01-21,1.007
6037,INR,2013-01-21,54.133
6038,GBP,2013-01-21,0.63416
6039,EUR,2013-01-21,0.75586
6040,USD,2013-01-18,1.01
6041,INR,2013-01-18,54.384
6042,GBP,2013-01-18,0.63463
6043,EUR,2013-01-18,0.75804
6044,USD,2013-01-18,1.01
6045,INR,2013-01-18,54.384
6046,GBP,2013-01-18,0.63463
6047,EUR,2013-01-18,0.75804
6048,USD,2013-01-18,1.01
6049,INR,2013-01-18,54.384
6050,GBP,2013-01-18,0.63463
6051,EUR,2013-01-18,0.75804
6052,USD,2013-01-17,1.0133
6053,INR,2013-01-17,55.112
6054,GBP,2013-01-17,0.63223
6055,EUR,2013-01-17,0.75798
6056,USD,2013-01-16,1.0134
6057,INR,2013-01-16,55.567
6058,GBP,2013-01-16,0.63357
6059,EUR,2013-01-16,0.76324
6060,USD,2013-01-15,1.0141
6061,INR,2013-01-15,55.394
6062,GBP,2013-01-15,0.63175
6063,EUR,2013-01-15,0.76092
6064,USD,2013-01-14,1.0139
6065,INR,2013-01-14,55.258
6066,GBP,2013-01-14,0.63171
6067,EUR,2013-01-14,0.75999
6068,USD,2013-01-11,1.0164
6069,INR,2013-01-11,55.657
6070,GBP,2013-01-11,0.63032
6071,EUR,2013-01-11,0.7657
6072,USD,2013-01-11,1.0164
6073,INR,2013-01-11,55.657
6074,GBP,2013-01-11,0.63032
6075,EUR,2013-01-11,0.7657
6076,USD,2013-01-11,1.0164
6077,INR,2013-01-11,55.657
6078,GBP,2013-01-11,0.63032
6079,EUR,2013-01-11,0.7657
6080,USD,2013-01-10,1.0143
6081,INR,2013-01-10,55.435
6082,GBP,2013-01-10,0.63212
6083,EUR,2013-01-10,0.77351
6084,USD,2013-01-09,1.0126
6085,INR,2013-01-09,55.447
6086,GBP,2013-01-09,0.63216
6087,EUR,2013-01-09,0.77561
6088,USD,2013-01-08,1.0145
6089,INR,2013-01-08,55.863
6090,GBP,2013-01-08,0.63144
6091,EUR,2013-01-08,0.77525
6092,USD,2013-01-07,1.0131
6093,INR,2013-01-07,55.946
6094,GBP,2013-01-07,0.63064
6095,EUR,2013-01-07,0.77694
6096,USD,2013-01-04,1.0089
6097,INR,2013-01-04,55.566
6098,GBP,2013-01-04,0.62984
6099,EUR,2013-01-04,0.77537
6100,USD,2013-01-04,1.0089
6101,INR,2013-01-04,55.566
6102,GBP,2013-01-04,0.62984
6103,EUR,2013-01-04,0.77537
6104,USD,2013-01-04,1.0089
6105,INR,2013-01-04,55.566
6106,GBP,2013-01-04,0.62984
6107,EUR,2013-01-04,0.77537
6108,USD,2013-01-03,1.0139
6109,INR,2013-01-03,55.26
6110,GBP,2013-01-03,0.62737
6111,EUR,2013-01-03,0.77381
6112,USD,2013-01-02,1.0155
6113,INR,2013-01-02,55.153
6114,GBP,2013-01-02,0.62328
6115,EUR,2013-01-02,0.7657
6116,USD,2012-12-31,1.0043
6117,INR,2012-12-31,55.233
6118,GBP,2012-12-31,0.62122
6119,EUR,2012-12-31,0.76121
6120,USD,2012-12-31,1.0043
6121,INR,2012-12-31,55.233
6122,GBP,2012-12-31,0.62122
6123,EUR,2012-12-31,0.76121
6124,USD,2012-12-28,1.0046
6125,INR,2012-12-28,55.01
6126,GBP,2012-12-28,0.62258
6127,EUR,2012-12-28,0.76208
6128,USD,2012-12-28,1.0046
6129,INR,2012-12-28,55.01
6130,GBP,2012-12-28,0.62258
6131,EUR,2012-12-28,0.76208
6132,USD,2012-12-28,1.0046
6133,INR,2012-12-28,55.01
6134,GBP,2012-12-28,0.62258
6135,EUR,2012-12-28,0.76208
6136,USD,2012-12-27,1.0084
6137,INR,2012-12-27,55.422
6138,GBP,2012-12-27,0.62321
6139,EUR,2012-12-27,0.76011
6140,USD,2012-12-24,1.0072
6141,INR,2012-12-24,55.349
6142,GBP,2012-12-24,0.6229
6143,EUR,2012-12-24,0.76196
6144,USD,2012-12-24,1.0072
6145,INR,2012-12-24,55.349
6146,GBP,2012-12-24,0.6229
6147,EUR,2012-12-24,0.76196
6148,USD,2012-12-24,1.0072
6149,INR,2012-12-24,55.349
6150,GBP,2012-12-24,0.6229
6151,EUR,2012-12-24,0.76196
6152,USD,2012-12-21,1.0091
6153,INR,2012-12-21,55.576
6154,GBP,2012-12-21,0.622
6155,EUR,2012-12-21,0.76394
6156,USD,2012-12-21,1.0091
6157,INR,2012-12-21,55.576
6158,GBP,2012-12-21,0.622
6159,EUR,2012-12-21,0.76394
6160,USD,2012-12-21,1.0091
6161,INR,2012-12-21,55.576
6162,GBP,2012-12-21,0.622
6163,EUR,2012-12-21,0.76394
6164,USD,2012-12-20,1.0107
6165,INR,2012-12-20,55.451
6166,GBP,2012-12-20,0.62155
6167,EUR,2012-12-20,0.76301
6168,USD,2012-12-19,1.0134
6169,INR,2012-12-19,55.286
6170,GBP,2012-12-19,0.62174
6171,EUR,2012-12-19,0.76185
6172,USD,2012-12-18,1.0159
6173,INR,2012-12-18,55.726
6174,GBP,2012-12-18,0.62658
6175,EUR,2012-12-18,0.77089
6176,USD,2012-12-17,1.0131
6177,INR,2012-12-17,55.594
6178,GBP,2012-12-17,0.6251
6179,EUR,2012-12-17,0.76982
6180,USD,2012-12-14,1.0158
6181,INR,2012-12-14,55.35
6182,GBP,2012-12-14,0.63014
6183,EUR,2012-12-14,0.77652
6184,USD,2012-12-14,1.0158
6185,INR,2012-12-14,55.35
6186,GBP,2012-12-14,0.63014
6187,EUR,2012-12-14,0.77652
6188,USD,2012-12-14,1.0158
6189,INR,2012-12-14,55.35
6190,GBP,2012-12-14,0.63014
6191,EUR,2012-12-14,0.77652
6192,USD,2012-12-13,1.0175
6193,INR,2012-12-13,55.203
6194,GBP,2012-12-13,0.63029
6195,EUR,2012-12-13,0.77809
6196,USD,2012-12-12,1.0148
6197,INR,2012-12-12,55.058
6198,GBP,2012-12-12,0.6286
6199,EUR,2012-12-12,0.77821
6200,USD,2012-12-11,1.0135
6201,INR,2012-12-11,55.002
6202,GBP,2012-12-11,0.6298
6203,EUR,2012-12-11,0.78003
6204,USD,2012-12-10,1.0132
6205,INR,2012-12-10,55.227
6206,GBP,2012-12-10,0.63036
6207,EUR,2012-12-10,0.78364
6208,USD,2012-12-07,1.0077
6209,INR,2012-12-07,54.896
6210,GBP,2012-12-07,0.62947
6211,EUR,2012-12-07,0.78088
6212,USD,2012-12-07,1.0077
6213,INR,2012-12-07,54.896
6214,GBP,2012-12-07,0.62947
6215,EUR,2012-12-07,0.78088
6216,USD,2012-12-07,1.0077
6217,INR,2012-12-07,54.896
6218,GBP,2012-12-07,0.62947
6219,EUR,2012-12-07,0.78088
6220,USD,2012-12-06,1.0086
6221,INR,2012-12-06,54.601
6222,GBP,2012-12-06,0.62599
6223,EUR,2012-12-06,0.77155
6224,USD,2012-12-05,1.0081
