,CURR_TYPE,DATES,RATES
810,GBP,2016-08-19,0.59488
811,EUR,2016-08-19,0.68743
812,USD,2016-08-19,0.77858
813,INR,2016-08-19,52.303
814,GBP,2016-08-19,0.59488
815,EUR,2016-08-19,0.68743
816,USD,2016-08-18,0.77947
817,INR,2016-08-18,52.074
818,GBP,2016-08-18,0.59263
819,EUR,2016-08-18,0.68852
820,USD,2016-08-17,0.7761
821,INR,2016-08-17,51.896
822,GBP,2016-08-17,0.59632
823,EUR,2016-08-17,0.68828
824,USD,2016-08-16,0.7802
825,INR,2016-08-16,52.09
826,GBP,2016-08-16,0.60137
827,EUR,2016-08-16,0.69075
828,USD,2016-08-15,0.77392
829,INR,2016-08-15,51.764
830,GBP,2016-08-15,0.60001
831,EUR,2016-08-15,0.69223
832,USD,2016-08-12,0.77069
833,INR,2016-08-12,51.531
834,GBP,2016-08-12,0.59435
835,EUR,2016-08-12,0.6907
836,USD,2016-08-12,0.77069
837,INR,2016-08-12,51.531
838,GBP,2016-08-12,0.59435
839,EUR,2016-08-12,0.6907
840,USD,2016-08-12,0.77069
841,INR,2016-08-12,51.531
842,GBP,2016-08-12,0.59435
843,EUR,2016-08-12,0.6907
844,USD,2016-08-11,0.76606
845,INR,2016-08-11,51.21
846,GBP,2016-08-11,0.59096
847,EUR,2016-08-11,0.68686
848,USD,2016-08-10,0.76829
849,INR,2016-08-10,51.199
850,GBP,2016-08-10,0.58763
851,EUR,2016-08-10,0.68695
852,USD,2016-08-09,0.76049
853,INR,2016-08-09,50.868
854,GBP,2016-08-09,0.58625
855,EUR,2016-08-09,0.68648
856,USD,2016-08-08,0.76079
857,INR,2016-08-08,50.847
858,GBP,2016-08-08,0.58296
859,EUR,2016-08-08,0.6862
860,USD,2016-08-05,0.76784
861,INR,2016-08-05,51.271
862,GBP,2016-08-05,0.58373
863,EUR,2016-08-05,0.68828
864,USD,2016-08-05,0.76784
865,INR,2016-08-05,51.271
866,GBP,2016-08-05,0.58373
867,EUR,2016-08-05,0.68828
868,USD,2016-08-05,0.76784
869,INR,2016-08-05,51.271
870,GBP,2016-08-05,0.58373
871,EUR,2016-08-05,0.68828
872,USD,2016-08-04,0.7661
873,INR,2016-08-04,51.234
874,GBP,2016-08-04,0.58202
875,EUR,2016-08-04,0.68795
876,USD,2016-08-03,0.76336
877,INR,2016-08-03,51.065
878,GBP,2016-08-03,0.57191
879,EUR,2016-08-03,0.68157
880,USD,2016-08-02,0.76622
881,INR,2016-08-02,51.118
882,GBP,2016-08-02,0.57715
883,EUR,2016-08-02,0.68456
884,USD,2016-08-01,0.76534
885,INR,2016-08-01,51.048
886,GBP,2016-08-01,0.57956
887,EUR,2016-08-01,0.68554
888,USD,2016-07-29,0.75893
889,INR,2016-07-29,50.814
890,GBP,2016-07-29,0.57638
891,EUR,2016-07-29,0.68292
892,USD,2016-07-29,0.75893
893,INR,2016-07-29,50.814
894,GBP,2016-07-29,0.57638
895,EUR,2016-07-29,0.68292
896,USD,2016-07-29,0.75893
897,INR,2016-07-29,50.814
898,GBP,2016-07-29,0.57638
899,EUR,2016-07-29,0.68292
900,USD,2016-07-28,0.75985
901,INR,2016-07-28,50.945
902,GBP,2016-07-28,0.57705
903,EUR,2016-07-28,0.68517
904,USD,2016-07-27,0.75816
905,INR,2016-07-27,50.955
906,GBP,2016-07-27,0.57857
907,EUR,2016-07-27,0.6898
908,USD,2016-07-26,0.75565
909,INR,2016-07-26,50.877
910,GBP,2016-07-26,0.57521
911,EUR,2016-07-26,0.68714
912,USD,2016-07-25,0.75921
913,INR,2016-07-25,51.132
914,GBP,2016-07-25,0.57843
915,EUR,2016-07-25,0.69132
916,USD,2016-07-22,0.76295
917,INR,2016-07-22,51.176
918,GBP,2016-07-22,0.58263
919,EUR,2016-07-22,0.69271
920,USD,2016-07-22,0.76295
921,INR,2016-07-22,51.176
922,GBP,2016-07-22,0.58263
923,EUR,2016-07-22,0.69271
924,USD,2016-07-22,0.76295
925,INR,2016-07-22,51.176
926,GBP,2016-07-22,0.58263
927,EUR,2016-07-22,0.69271
928,USD,2016-07-21,0.76621
929,INR,2016-07-21,51.5
930,GBP,2016-07-21,0.58149
931,EUR,2016-07-21,0.6956
932,USD,2016-07-20,0.76575
933,INR,2016-07-20,51.462
934,GBP,2016-07-20,0.58132
935,EUR,2016-07-20,0.69531
936,USD,2016-07-19,0.76824
937,INR,2016-07-19,51.575
938,GBP,2016-07-19,0.58445
939,EUR,2016-07-19,0.69618
940,USD,2016-07-18,0.77213
941,INR,2016-07-18,51.887
942,GBP,2016-07-18,0.58241
943,EUR,2016-07-18,0.69857
944,USD,2016-07-15,0.77726
945,INR,2016-07-15,52.095
946,GBP,2016-07-15,0.58165
947,EUR,2016-07-15,0.69847
948,USD,2016-07-15,0.77726
949,INR,2016-07-15,52.095
950,GBP,2016-07-15,0.58165
951,EUR,2016-07-15,0.69847
952,USD,2016-07-15,0.77726
953,INR,2016-07-15,52.095
954,GBP,2016-07-15,0.58165
955,EUR,2016-07-15,0.69847
956,USD,2016-07-14,0.77361
957,INR,2016-07-14,51.722
958,GBP,2016-07-14,0.57767
959,EUR,2016-07-14,0.69339
960,USD,2016-07-13,0.76612
961,INR,2016-07-13,51.353
962,GBP,2016-07-13,0.57707
963,EUR,2016-07-13,0.69195
964,USD,2016-07-12,0.76751
965,INR,2016-07-12,51.496
966,GBP,2016-07-12,0.58314
967,EUR,2016-07-12,0.69195
968,USD,2016-07-11,0.76533
969,INR,2016-07-11,51.386
970,GBP,2016-07-11,0.58944
971,EUR,2016-07-11,0.69266
972,USD,2016-07-08,0.76843
973,INR,2016-07-08,51.724
974,GBP,2016-07-08,0.59172
975,EUR,2016-07-08,0.69416
976,USD,2016-07-08,0.76843
977,INR,2016-07-08,51.724
978,GBP,2016-07-08,0.59172
979,EUR,2016-07-08,0.69416
980,USD,2016-07-08,0.76843
981,INR,2016-07-08,51.724
982,GBP,2016-07-08,0.59172
983,EUR,2016-07-08,0.69416
984,USD,2016-07-07,0.77331
985,INR,2016-07-07,52.138
986,GBP,2016-07-07,0.59384
987,EUR,2016-07-07,0.69793
988,USD,2016-07-06,0.76767
989,INR,2016-07-06,51.757
990,GBP,2016-07-06,0.59158
991,EUR,2016-07-06,0.69353
992,USD,2016-07-05,0.77306
993,INR,2016-07-05,52.159
994,GBP,2016-07-05,0.58952
995,EUR,2016-07-05,0.69358
996,USD,2016-07-04,0.77736
997,INR,2016-07-04,52.279
998,GBP,2016-07-04,0.5856
999,EUR,2016-07-04,0.69793
1000,USD,2016-07-01,0.7738
1001,INR,2016-07-01,52.099
1002,GBP,2016-07-01,0.58256
1003,EUR,2016-07-01,0.69493
1004,USD,2016-07-01,0.7738
1005,INR,2016-07-01,52.099
1006,GBP,2016-07-01,0.58256
1007,EUR,2016-07-01,0.69493
1008,USD,2016-07-01,0.7738
1009,INR,2016-07-01,52.099
1010,GBP,2016-07-01,0.58256
1011,EUR,2016-07-01,0.69493
1012,USD,2016-06-30,0.77183
1013,INR,2016-06-30,52.113
1014,GBP,2016-06-30,0.5746
1015,EUR,2016-06-30,0.69522
1016,USD,2016-06-29,0.76976
1017,INR,2016-06-29,52.037
1018,GBP,2016-06-29,0.57299
1019,EUR,2016-06-29,0.69411
1020,USD,2016-06-28,0.76693
1021,INR,2016-06-28,52.09
1022,GBP,2016-06-28,0.57293
1023,EUR,2016-06-28,0.69262
1024,USD,2016-06-27,0.76641
1025,INR,2016-06-27,52.081
1026,GBP,2016-06-27,0.58118
1027,EUR,2016-06-27,0.69686
1028,USD,2016-06-24,0.7689
1029,INR,2016-06-24,52.289
1030,GBP,2016-06-24,0.56108
1031,EUR,2016-06-24,0.69483
1032,USD,2016-06-24,0.7689
1033,INR,2016-06-24,52.289
1034,GBP,2016-06-24,0.56108
1035,EUR,2016-06-24,0.69483
1036,USD,2016-06-24,0.7689
1037,INR,2016-06-24,52.289
1038,GBP,2016-06-24,0.56108
1039,EUR,2016-06-24,0.69483
1040,USD,2016-06-23,0.78453
1041,INR,2016-06-23,52.801
1042,GBP,2016-06-23,0.52762
1043,EUR,2016-06-23,0.68885
1044,USD,2016-06-22,0.7836
1045,INR,2016-06-22,52.889
1046,GBP,2016-06-22,0.53332
1047,EUR,2016-06-22,0.69449
1048,USD,2016-06-21,0.78292
1049,INR,2016-06-21,52.902
1050,GBP,2016-06-21,0.53114
1051,EUR,2016-06-21,0.69199
1052,USD,2016-06-20,0.78044
1053,INR,2016-06-20,52.567
1054,GBP,2016-06-20,0.53289
1055,EUR,2016-06-20,0.68871
1056,USD,2016-06-17,0.77512
1057,INR,2016-06-17,51.999
1058,GBP,2016-06-17,0.54253
1059,EUR,2016-06-17,0.68875
1060,USD,2016-06-17,0.77512
1061,INR,2016-06-17,51.999
1062,GBP,2016-06-17,0.54253
1063,EUR,2016-06-17,0.68875
1064,USD,2016-06-17,0.77512
1065,INR,2016-06-17,51.999
1066,GBP,2016-06-17,0.54253
1067,EUR,2016-06-17,0.68875
1068,USD,2016-06-16,0.76903
1069,INR,2016-06-16,51.756
1070,GBP,2016-06-16,0.54393
1071,EUR,2016-06-16,0.68823
1072,USD,2016-06-15,0.77781
1073,INR,2016-06-15,52.2
1074,GBP,2016-06-15,0.54826
1075,EUR,2016-06-15,0.69262
1076,USD,2016-06-14,0.77687
1077,INR,2016-06-14,52.291
1078,GBP,2016-06-14,0.55006
1079,EUR,2016-06-14,0.69209
1080,USD,2016-06-13,0.78304
1081,INR,2016-06-13,52.545
1082,GBP,2016-06-13,0.55257
1083,EUR,2016-06-13,0.69493
1084,USD,2016-06-10,0.78446
1085,INR,2016-06-10,52.408
1086,GBP,2016-06-10,0.54462
1087,EUR,2016-06-10,0.69396
1088,USD,2016-06-10,0.78446
1089,INR,2016-06-10,52.408
1090,GBP,2016-06-10,0.54462
1091,EUR,2016-06-10,0.69396
1092,USD,2016-06-10,0.78446
1093,INR,2016-06-10,52.408
1094,GBP,2016-06-10,0.54462
1095,EUR,2016-06-10,0.69396
1096,USD,2016-06-09,0.78449
1097,INR,2016-06-09,52.349
1098,GBP,2016-06-09,0.54249
1099,EUR,2016-06-09,0.69161
1100,USD,2016-06-08,0.7885
1101,INR,2016-06-08,52.475
1102,GBP,2016-06-08,0.54087
1103,EUR,2016-06-08,0.693
1104,USD,2016-06-07,0.78235
1105,INR,2016-06-07,52.216
1106,GBP,2016-06-07,0.53692
1107,EUR,2016-06-07,0.68942
1108,USD,2016-06-06,0.77388
1109,INR,2016-06-06,51.824
1110,GBP,2016-06-06,0.53679
1111,EUR,2016-06-06,0.6819
1112,USD,2016-06-03,0.76429
1113,INR,2016-06-03,51.399
1114,GBP,2016-06-03,0.52957
1115,EUR,2016-06-03,0.68521
1116,USD,2016-06-03,0.76429
1117,INR,2016-06-03,51.399
1118,GBP,2016-06-03,0.52957
1119,EUR,2016-06-03,0.68521
1120,USD,2016-06-03,0.76429
1121,INR,2016-06-03,51.399
1122,GBP,2016-06-03,0.52957
1123,EUR,2016-06-03,0.68521
1124,USD,2016-06-02,0.76306
1125,INR,2016-06-02,51.355
1126,GBP,2016-06-02,0.52745
1127,EUR,2016-06-02,0.68204
1128,USD,2016-06-01,0.76608
1129,INR,2016-06-01,51.678
1130,GBP,2016-06-01,0.53036
1131,EUR,2016-06-01,0.68559
1132,USD,2016-05-31,0.76765
1133,INR,2016-05-31,51.584
1134,GBP,2016-05-31,0.52433
1135,EUR,2016-05-31,0.68823
1136,USD,2016-05-30,0.76694
1137,INR,2016-05-30,51.491
1138,GBP,2016-05-30,0.52413
1139,EUR,2016-05-30,0.68852
1140,USD,2016-05-27,0.76703
1141,INR,2016-05-27,51.42
1142,GBP,2016-05-27,0.52366
1143,EUR,2016-05-27,0.68681
1144,USD,2016-05-27,0.76703
1145,INR,2016-05-27,51.42
1146,GBP,2016-05-27,0.52366
1147,EUR,2016-05-27,0.68681
1148,USD,2016-05-27,0.76703
1149,INR,2016-05-27,51.42
1150,GBP,2016-05-27,0.52366
1151,EUR,2016-05-27,0.68681
1152,USD,2016-05-26,0.77325
1153,INR,2016-05-26,51.87
1154,GBP,2016-05-26,0.526
1155,EUR,2016-05-26,0.69238
1156,USD,2016-05-25,0.76301
1157,INR,2016-05-25,51.41
1158,GBP,2016-05-25,0.51975
1159,EUR,2016-05-25,0.68456
1160,USD,2016-05-24,0.76056
1161,INR,2016-05-24,51.47
1162,GBP,2016-05-24,0.52106
1163,EUR,2016-05-24,0.68101
1164,USD,2016-05-23,0.7606
1165,INR,2016-05-23,51.357
1166,GBP,2016-05-23,0.52522
1167,EUR,2016-05-23,0.6782
1168,USD,2016-05-20,0.76299
1169,INR,2016-05-20,51.481
1170,GBP,2016-05-20,0.52372
1171,EUR,2016-05-20,0.68009
1172,USD,2016-05-20,0.76299
1173,INR,2016-05-20,51.481
1174,GBP,2016-05-20,0.52372
1175,EUR,2016-05-20,0.68009
1176,USD,2016-05-20,0.76299
1177,INR,2016-05-20,51.481
1178,GBP,2016-05-20,0.52372
1179,EUR,2016-05-20,0.68009
1180,USD,2016-05-19,0.76279
1181,INR,2016-05-19,51.463
1182,GBP,2016-05-19,0.52173
1183,EUR,2016-05-19,0.68125
1184,USD,2016-05-18,0.77058
1185,INR,2016-05-18,51.613
1186,GBP,2016-05-18,0.52938
1187,EUR,2016-05-18,0.6832
1188,USD,2016-05-17,0.77356
1189,INR,2016-05-17,51.69
1190,GBP,2016-05-17,0.53414
1191,EUR,2016-05-17,0.68348
1192,USD,2016-05-16,0.77381
1193,INR,2016-05-16,51.725
1194,GBP,2016-05-16,0.53847
1195,EUR,2016-05-16,0.68334
1196,USD,2016-05-13,0.77625
1197,INR,2016-05-13,51.838
1198,GBP,2016-05-13,0.53874
1199,EUR,2016-05-13,0.68404
1200,USD,2016-05-13,0.77625
1201,INR,2016-05-13,51.838
1202,GBP,2016-05-13,0.53874
1203,EUR,2016-05-13,0.68404
1204,USD,2016-05-13,0.77625
1205,INR,2016-05-13,51.838
1206,GBP,2016-05-13,0.53874
1207,EUR,2016-05-13,0.68404
1208,USD,2016-05-12,0.78039
1209,INR,2016-05-12,52.028
1210,GBP,2016-05-12,0.54055
1211,EUR,2016-05-12,0.68521
1212,USD,2016-05-11,0.77686
1213,INR,2016-05-11,51.746
1214,GBP,2016-05-11,0.53764
1215,EUR,2016-05-11,0.68092
1216,USD,2016-05-10,0.7715
1217,INR,2016-05-10,51.441
1218,GBP,2016-05-10,0.53418
1219,EUR,2016-05-10,0.67824
1220,USD,2016-05-09,0.77291
1221,INR,2016-05-09,51.479
1222,GBP,2016-05-09,0.53583
1223,EUR,2016-05-09,0.67829
1224,USD,2016-05-06,0.77645
1225,INR,2016-05-06,51.737
1226,GBP,2016-05-06,0.53577
1227,EUR,2016-05-06,0.67949
1228,USD,2016-05-06,0.77645
1229,INR,2016-05-06,51.737
1230,GBP,2016-05-06,0.53577
1231,EUR,2016-05-06,0.67949
1232,USD,2016-05-06,0.77645
1233,INR,2016-05-06,51.737
1234,GBP,2016-05-06,0.53577
1235,EUR,2016-05-06,0.67949
1236,USD,2016-05-05,0.78002
1237,INR,2016-05-05,51.875
1238,GBP,2016-05-05,0.53774
1239,EUR,2016-05-05,0.6819
1240,USD,2016-05-04,0.78425
1241,INR,2016-05-04,52.223
1242,GBP,2016-05-04,0.54045
1243,EUR,2016-05-04,0.68166
1244,USD,2016-05-03,0.79463
1245,INR,2016-05-03,52.76
1246,GBP,2016-05-03,0.54333
1247,EUR,2016-05-03,0.68686
1248,USD,2016-05-02,0.79879
1249,INR,2016-05-02,53.043
1250,GBP,2016-05-02,0.54384
1251,EUR,2016-05-02,0.69502
1252,USD,2016-04-29,0.79819
1253,INR,2016-04-29,52.988
1254,GBP,2016-04-29,0.54616
1255,EUR,2016-04-29,0.69999
1256,USD,2016-04-29,0.79819
1257,INR,2016-04-29,52.988
1258,GBP,2016-04-29,0.54616
1259,EUR,2016-04-29,0.69999
1260,USD,2016-04-29,0.79819
1261,INR,2016-04-29,52.988
1262,GBP,2016-04-29,0.54616
1263,EUR,2016-04-29,0.69999
1264,USD,2016-04-28,0.79638
1265,INR,2016-04-28,52.96
1266,GBP,2016-04-28,0.54577
1267,EUR,2016-04-28,0.70116
1268,USD,2016-04-27,0.7947
1269,INR,2016-04-27,52.821
1270,GBP,2016-04-27,0.54472
1271,EUR,2016-04-27,0.70309
1272,USD,2016-04-26,0.79063
1273,INR,2016-04-26,52.632
1274,GBP,2016-04-26,0.54275
1275,EUR,2016-04-26,0.70048
1276,USD,2016-04-25,0.78846
1277,INR,2016-04-25,52.512
1278,GBP,2016-04-25,0.54347
1279,EUR,2016-04-25,0.69999
1280,USD,2016-04-22,0.78532
1281,INR,2016-04-22,52.254
1282,GBP,2016-04-22,0.54619
1283,EUR,2016-04-22,0.69725
1284,USD,2016-04-22,0.78532
1285,INR,2016-04-22,52.254
1286,GBP,2016-04-22,0.54619
1287,EUR,2016-04-22,0.69725
1288,USD,2016-04-22,0.78532
1289,INR,2016-04-22,52.254
1290,GBP,2016-04-22,0.54619
1291,EUR,2016-04-22,0.69725
1292,USD,2016-04-21,0.79151
1293,INR,2016-04-21,52.461
1294,GBP,2016-04-21,0.54854
1295,EUR,2016-04-21,0.69706
1296,USD,2016-04-20,0.78906
1297,INR,2016-04-20,52.234
1298,GBP,2016-04-20,0.54851
1299,EUR,2016-04-20,0.69343
1300,USD,2016-04-19,0.78672
1301,INR,2016-04-19,52.358
1302,GBP,2016-04-19,0.54775
1303,EUR,2016-04-19,0.69358
1304,USD,2016-04-18,0.77375
1305,INR,2016-04-18,51.515
1306,GBP,2016-04-18,0.54599
1307,EUR,2016-04-18,0.68437
1308,USD,2016-04-15,0.77633
1309,INR,2016-04-15,51.697
1310,GBP,2016-04-15,0.54747
1311,EUR,2016-04-15,0.68799
1312,USD,2016-04-15,0.77633
1313,INR,2016-04-15,51.697
1314,GBP,2016-04-15,0.54747
1315,EUR,2016-04-15,0.68799
1316,USD,2016-04-15,0.77633
1317,INR,2016-04-15,51.697
1318,GBP,2016-04-15,0.54747
1319,EUR,2016-04-15,0.68799
1320,USD,2016-04-14,0.77955
1321,INR,2016-04-14,51.867
1322,GBP,2016-04-14,0.5512
1323,EUR,2016-04-14,0.69281
1324,USD,2016-04-13,0.781
1325,INR,2016-04-13,52.018
1326,GBP,2016-04-13,0.54879
1327,EUR,2016-04-13,0.69128
1328,USD,2016-04-12,0.77661
1329,INR,2016-04-12,51.566
1330,GBP,2016-04-12,0.54409
1331,EUR,2016-04-12,0.68148
1332,USD,2016-04-11,0.76991
1333,INR,2016-04-11,51.173
1334,GBP,2016-04-11,0.54117
1335,EUR,2016-04-11,0.67595
1336,USD,2016-04-08,0.76462
1337,INR,2016-04-08,50.923
1338,GBP,2016-04-08,0.54323
1339,EUR,2016-04-08,0.6729
1340,USD,2016-04-08,0.76462
1341,INR,2016-04-08,50.923
1342,GBP,2016-04-08,0.54323
1343,EUR,2016-04-08,0.6729
1344,USD,2016-04-08,0.76462
1345,INR,2016-04-08,50.923
1346,GBP,2016-04-08,0.54323
1347,EUR,2016-04-08,0.6729
1348,USD,2016-04-07,0.76238
1349,INR,2016-04-07,50.794
1350,GBP,2016-04-07,0.54158
1351,EUR,2016-04-07,0.67087
1352,USD,2016-04-06,0.76019
1353,INR,2016-04-06,50.683
1354,GBP,2016-04-06,0.5419
1355,EUR,2016-04-06,0.6706
1356,USD,2016-04-05,0.75942
1357,INR,2016-04-05,50.47
1358,GBP,2016-04-05,0.53554
1359,EUR,2016-04-05,0.66809
1360,USD,2016-04-04,0.76726
1361,INR,2016-04-04,50.72
1362,GBP,2016-04-04,0.53761
1363,EUR,2016-04-04,0.67422
1364,USD,2016-04-01,0.76756
1365,INR,2016-04-01,50.929
1366,GBP,2016-04-01,0.53639
1367,EUR,2016-04-01,0.67141
1368,USD,2016-04-01,0.76756
1369,INR,2016-04-01,50.929
1370,GBP,2016-04-01,0.53639
1371,EUR,2016-04-01,0.67141
1372,USD,2016-04-01,0.76756
1373,INR,2016-04-01,50.929
1374,GBP,2016-04-01,0.53639
1375,EUR,2016-04-01,0.67141
1376,USD,2016-03-31,0.77249
1377,INR,2016-03-31,51.181
1378,GBP,2016-03-31,0.53708
1379,EUR,2016-03-31,0.67852
1380,USD,2016-03-30,0.76747
1381,INR,2016-03-30,50.95
1382,GBP,2016-03-30,0.53257
1383,EUR,2016-03-30,0.67774
1384,USD,2016-03-29,0.75938
1385,INR,2016-03-29,50.522
1386,GBP,2016-03-29,0.53219
1387,EUR,2016-03-29,0.67838
1388,USD,2016-03-24,0.75258
1389,INR,2016-03-24,50.32
1390,GBP,2016-03-24,0.53261
1391,EUR,2016-03-24,0.67472
1392,USD,2016-03-24,0.75258
1393,INR,2016-03-24,50.32
1394,GBP,2016-03-24,0.53261
1395,EUR,2016-03-24,0.67472
1396,USD,2016-03-24,0.75258
1397,INR,2016-03-24,50.32
1398,GBP,2016-03-24,0.53261
1399,EUR,2016-03-24,0.67472
1400,USD,2016-03-24,0.75258
1401,INR,2016-03-24,50.32
1402,GBP,2016-03-24,0.53261
1403,EUR,2016-03-24,0.67472
1404,USD,2016-03-24,0.75258
1405,INR,2016-03-24,50.32
1406,GBP,2016-03-24,0.53261
1407,EUR,2016-03-24,0.67472
1408,USD,2016-03-23,0.76117
1409,INR,2016-03-23,50.844
1410,GBP,2016-03-23,0.53819
1411,EUR,2016-03-23,0.68138
1412,USD,2016-03-22,0.76381
1413,INR,2016-03-22,50.93
1414,GBP,2016-03-22,0.53675
1415,EUR,2016-03-22,0.68125
1416,USD,2016-03-21,0.76658
1417,INR,2016-03-21,51.005
1418,GBP,2016-03-21,0.53256
1419,EUR,2016-03-21,0.68013
1420,USD,2016-03-18,0.77111
1421,INR,2016-03-18,51.112
1422,GBP,2016-03-18,0.53227
1423,EUR,2016-03-18,0.68367
1424,USD,2016-03-18,0.77111
1425,INR,2016-03-18,51.112
1426,GBP,2016-03-18,0.53227
1427,EUR,2016-03-18,0.68367
1428,USD,2016-03-18,0.77111
1429,INR,2016-03-18,51.112
1430,GBP,2016-03-18,0.53227
1431,EUR,2016-03-18,0.68367
1432,USD,2016-03-17,0.7694
1433,INR,2016-03-17,51.275
1434,GBP,2016-03-17,0.53206
1435,EUR,2016-03-17,0.68023
1436,USD,2016-03-16,0.74767
1437,INR,2016-03-16,50.27
1438,GBP,2016-03-16,0.53203
1439,EUR,2016-03-16,0.67577
1440,USD,2016-03-15,0.74899
1441,INR,2016-03-15,50.45
1442,GBP,2016-03-15,0.5283
1443,EUR,2016-03-15,0.67422
1444,USD,2016-03-14,0.7545
1445,INR,2016-03-14,50.597
1446,GBP,2016-03-14,0.5254
1447,EUR,2016-03-14,0.67856
1448,USD,2016-03-11,0.75452
1449,INR,2016-03-11,50.563
1450,GBP,2016-03-11,0.52793
1451,EUR,2016-03-11,0.68036
1452,USD,2016-03-11,0.75452
1453,INR,2016-03-11,50.563
1454,GBP,2016-03-11,0.52793
1455,EUR,2016-03-11,0.68036
1456,USD,2016-03-11,0.75452
1457,INR,2016-03-11,50.563
1458,GBP,2016-03-11,0.52793
1459,EUR,2016-03-11,0.68036
1460,USD,2016-03-10,0.7527
1461,INR,2016-03-10,50.377
1462,GBP,2016-03-10,0.53195
1463,EUR,2016-03-10,0.69329
1464,USD,2016-03-09,0.74621
1465,INR,2016-03-09,50.108
1466,GBP,2016-03-09,0.52455
1467,EUR,2016-03-09,0.68004
1468,USD,2016-03-08,0.75046
1469,INR,2016-03-08,50.511
1470,GBP,2016-03-08,0.52813
1471,EUR,2016-03-08,0.6805
1472,USD,2016-03-07,0.74754
1473,INR,2016-03-07,50.152
1474,GBP,2016-03-07,0.52851
1475,EUR,2016-03-07,0.6825
1476,USD,2016-03-04,0.7454
1477,INR,2016-03-04,50.004
1478,GBP,2016-03-04,0.52649
1479,EUR,2016-03-04,0.67949
1480,USD,2016-03-04,0.7454
1481,INR,2016-03-04,50.004
1482,GBP,2016-03-04,0.52649
1483,EUR,2016-03-04,0.67949
1484,USD,2016-03-04,0.7454
1485,INR,2016-03-04,50.004
1486,GBP,2016-03-04,0.52649
1487,EUR,2016-03-04,0.67949
1488,USD,2016-03-03,0.7444
1489,INR,2016-03-03,50.079
1490,GBP,2016-03-03,0.52878
1491,EUR,2016-03-03,0.68287
1492,USD,2016-03-02,0.74382
1493,INR,2016-03-02,50.231
1494,GBP,2016-03-02,0.53039
1495,EUR,2016-03-02,0.68517
1496,USD,2016-03-01,0.73964
1497,INR,2016-03-01,50.187
1498,GBP,2016-03-01,0.52929
1499,EUR,2016-03-01,0.68032
1500,USD,2016-02-29,0.73732
1501,INR,2016-02-29,50.37
1502,GBP,2016-02-29,0.53213
1503,EUR,2016-02-29,0.67719
1504,USD,2016-02-26,0.73821
1505,INR,2016-02-26,50.708
1506,GBP,2016-02-26,0.52817
1507,EUR,2016-02-26,0.67074
1508,USD,2016-02-26,0.73821
1509,INR,2016-02-26,50.708
1510,GBP,2016-02-26,0.52817
1511,EUR,2016-02-26,0.67074
1512,USD,2016-02-26,0.73821
1513,INR,2016-02-26,50.708
1514,GBP,2016-02-26,0.52817
1515,EUR,2016-02-26,0.67074
1516,USD,2016-02-25,0.73391
1517,INR,2016-02-25,50.548
1518,GBP,2016-02-25,0.52526
1519,EUR,2016-02-25,0.66556
1520,USD,2016-02-24,0.72258
1521,INR,2016-02-24,49.541
1522,GBP,2016-02-24,0.51941
1523,EUR,2016-02-24,0.65802
1524,USD,2016-02-23,0.72784
1525,INR,2016-02-23,49.885
1526,GBP,2016-02-23,0.51591
1527,EUR,2016-02-23,0.66155
1528,USD,2016-02-22,0.72885
1529,INR,2016-02-22,49.97
1530,GBP,2016-02-22,0.51721
1531,EUR,2016-02-22,0.66103
1532,USD,2016-02-19,0.72646
1533,INR,2016-02-19,49.739
1534,GBP,2016-02-19,0.50881
1535,EUR,2016-02-19,0.65471
1536,USD,2016-02-19,0.72646
1537,INR,2016-02-19,49.739
1538,GBP,2016-02-19,0.50881
1539,EUR,2016-02-19,0.65471
1540,USD,2016-02-19,0.72646
1541,INR,2016-02-19,49.739
1542,GBP,2016-02-19,0.50881
1543,EUR,2016-02-19,0.65471
1544,USD,2016-02-18,0.73075
1545,INR,2016-02-18,50.07
1546,GBP,2016-02-18,0.50859
1547,EUR,2016-02-18,0.65928
1548,USD,2016-02-17,0.72373
1549,INR,2016-02-17,49.574
1550,GBP,2016-02-17,0.50585
1551,EUR,2016-02-17,0.6499
1552,USD,2016-02-16,0.72366
1553,INR,2016-02-16,49.513
1554,GBP,2016-02-16,0.50279
1555,EUR,2016-02-16,0.64809
1556,USD,2016-02-15,0.72344
1557,INR,2016-02-15,49.246
1558,GBP,2016-02-15,0.49955
1559,EUR,2016-02-15,0.64708
1560,USD,2016-02-12,0.71824
1561,INR,2016-02-12,49.014
1562,GBP,2016-02-12,0.49519
1563,EUR,2016-02-12,0.63702
1564,USD,2016-02-12,0.71824
1565,INR,2016-02-12,49.014
1566,GBP,2016-02-12,0.49519
1567,EUR,2016-02-12,0.63702
1568,USD,2016-02-12,0.71824
1569,INR,2016-02-12,49.014
1570,GBP,2016-02-12,0.49519
1571,EUR,2016-02-12,0.63702
1572,USD,2016-02-11,0.71626
1573,INR,2016-02-11,49.018
1574,GBP,2016-02-11,0.49703
1575,EUR,2016-02-11,0.63123
1576,USD,2016-02-10,0.72156
1577,INR,2016-02-10,48.961
1578,GBP,2016-02-10,0.49566
1579,EUR,2016-02-10,0.64098
1580,USD,2016-02-09,0.7192
1581,INR,2016-02-09,48.937
1582,GBP,2016-02-09,0.49891
1583,EUR,2016-02-09,0.64008
1584,USD,2016-02-08,0.71679
1585,INR,2016-02-08,48.766
